violationid,buildingid,boro,zip,inspectiondate,originalcorrectbydate,newcorrectbydate,novdescription,class,currentstatus,currentstatusdate,currentstatusdate 
10053471,129785,BROOKLYN,11232.0,2013-11-23,2014-01-01,2014-01-15,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st WINDOW FRAME  FROM NORTH AT EAST WALL IN THE KITCHEN  LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2014-10-22,2014-10-22
10053589,27926,MANHATTAN,10032.0,2013-12-02,2014-01-01,2014-01-15,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           NORTH WALL,         WEST WALL IN THE 1st PRIVATE HALLWAY  FROM EAST LOCATED AT APT 62, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2015-04-28,2015-04-28
10053591,27926,MANHATTAN,10032.0,2013-12-02,2014-01-01,2014-01-15,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           WEST WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT 62, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2015-04-28,2015-04-28
10053592,27926,MANHATTAN,10032.0,2013-12-02,2014-01-01,2014-01-15,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           NORTH WALL IN THE FOYER  LOCATED AT APT 62, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2015-04-28,2015-04-28
10056002,8329,MANHATTAN,10040.0,2013-12-04,2014-01-10,2014-02-09,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT C43, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''103-C'', 1st  FROM EAST AT SOUTH",B,VIOLATION CLOSED,2016-10-28,2016-10-28
10056403,58941,BRONX,10451.0,2013-11-27,2014-01-03,2014-01-17,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st RISER  FROM EAST AT SOUTH WALL IN THE BATHROOM  LOCATED AT APT 4E, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",C,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2014-12-11,2014-12-11
10057393,498842,QUEENS,11435.0,2013-12-05,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           WEST WALL IN THE BATHROOM  LOCATED AT APT C2, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2016-10-04,2016-10-04
10057395,498842,QUEENS,11435.0,2013-12-05,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM SOUTH AT WEST WALL DOOR FRAME,         1st DOOR  FROM NORTH AT EAST WALL,         1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE FOYER  LOCATED AT APT C2, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2016-10-04,2016-10-04
10057396,498842,QUEENS,11435.0,2013-12-05,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           SOUTH WALL IN THE 2nd ROOM  FROM NORTH LOCATED AT APT C2, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2016-10-04,2016-10-04
10057397,498842,QUEENS,11435.0,2013-12-05,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           CEILING,         EAST WALL,         WEST WALL IN THE KITCHEN  LOCATED AT APT C2, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2016-10-04,2016-10-04
10058024,249543,BROOKLYN,11226.0,2013-12-05,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           BASEBOARD AT EAST WALL IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 4A, 1st STORY, 3rd APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-09-17,2015-09-17
10058025,249543,BROOKLYN,11226.0,2013-12-05,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM SOUTH AT WEST WALL IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 4A, 1st STORY, 3rd APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-09-17,2015-09-17
10058026,249543,BROOKLYN,11226.0,2013-12-05,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM WEST AT NORTH WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 4A, 1st STORY, 3rd APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-09-17,2015-09-17
10058027,249543,BROOKLYN,11226.0,2013-12-05,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM NORTH AT EAST WALL DOOR,         1st CLOSET  FROM NORTH AT EAST WALL DOOR FRAME IN THE FOYER  LOCATED AT APT 4A, 1st STORY, 3rd APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-09-17,2015-09-17
10058774,58962,BRONX,10451.0,2013-12-07,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR  FROM SOUTH AT WEST WALL,         1st DOOR FRAME  FROM SOUTH AT WEST WALL,         EAST WALL IN THE BATHROOM  LOCATED AT APT 8, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-05-01,2015-05-01
10058776,58962,BRONX,10451.0,2013-12-07,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL IN THE KITCHEN  LOCATED AT APT 8, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-05-01,2015-05-01
10058777,58962,BRONX,10451.0,2013-12-07,2014-01-06,2014-01-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           BASEBOARD AT NORTH WALL,         NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE 3rd ROOM  FROM EAST LOCATED AT APT 8, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-05-01,2015-05-01
10059146,362758,BROOKLYN,11233.0,2013-12-08,2014-01-20,2014-02-19,"SECTION 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES ..  IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 3rd STORY",B,VIOLATION CLOSED,2015-05-05,2015-05-05
10059181,362758,BROOKLYN,11233.0,2013-12-08,2014-01-14,2014-02-13,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE DOOR JAMB  IN THE ENTRANCE  LOCATED AT APT 3, 3rd STORY",B,VIOLATION CLOSED,2015-05-05,2015-05-05
10059675,108749,BRONX,10474.0,2013-12-09,2014-03-16,2014-05-15,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS AND CEILINGS, ALL STORIES  AT PUBLIC HALL",A,VIOLATION CLOSED,2015-01-15,2015-01-15
10060077,704978,QUEENS,11385.0,2013-12-09,2014-01-07,2014-01-21,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           2nd WINDOW FRAME  FROM NORTH AT EAST WALL IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",C,VIOLATION CLOSED,2015-06-18,2015-06-18
10060079,704978,QUEENS,11385.0,2013-12-09,2014-01-07,2014-01-21,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM WEST AT NORTH WALL IN THE FOYER  LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",C,VIOLATION CLOSED,2015-06-18,2015-06-18
10060088,373727,BROOKLYN,11213.0,2013-12-06,2014-01-07,2014-01-21,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st RADIATOR  FROM WEST AT NORTH WALL IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 4, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2016-02-23,2016-02-23
10060089,373727,BROOKLYN,11213.0,2013-12-06,2014-01-07,2014-01-21,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM EAST AT SOUTH WALL DOOR FRAME,         1st CLOSET  FROM NORTH AT EAST WALL DOOR FRAME,         1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 4, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2016-02-23,2016-02-23
10060090,373727,BROOKLYN,11213.0,2013-12-06,2014-01-07,2014-01-21,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM EAST AT SOUTH WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 4, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2016-02-23,2016-02-23
10060091,373727,BROOKLYN,11213.0,2013-12-06,2014-01-07,2014-01-21,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE KITCHEN  LOCATED AT APT 4, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2016-02-23,2016-02-23
10061261,282637,BROOKLYN,11212.0,2013-12-10,2014-03-16,2014-05-15,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE           1st CLOSET  FROM EAST AT SOUTH WALL DOOR,         1st CLOSET  FROM EAST AT SOUTH WALL DOOR FRAME,         1st DOOR FRAME  FROM EAST AT SOUTH WALL IN THE FOYER  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",A,VIOLATION CLOSED,2015-06-02,2015-06-02
10061265,282637,BROOKLYN,11212.0,2013-12-10,2014-03-16,2014-05-15,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... TOTAL 5 SQUARE FEET           BASEBOARD AT EAST WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",A,VIOLATION CLOSED,2015-06-02,2015-06-02
10061457,282637,BROOKLYN,11212.0,2013-12-10,2014-03-16,2014-05-15,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 5th ROOM  FROM EAST,  THE 2nd ROOM  FROM EAST,  THE 1st ROOM  FROM EAST,  THE KITCHEN ,  THE BATHROOM   LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",A,VIOLATION CLOSED,2015-06-02,2015-06-02
10061544,65707,BRONX,10457.0,2013-12-02,2014-01-09,2014-01-23,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st CLOSET  FROM WEST AT NORTH WALL DOOR IN THE PRIVATE HALLWAY  LOCATED AT APT 602, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-07-06,2015-07-06
10061545,65707,BRONX,10457.0,2013-12-02,2014-01-09,2014-01-23,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING IN THE BATHROOM  LOCATED AT APT 602, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-02-24,2015-02-24
10061671,43418,MANHATTAN,10033.0,2013-12-04,2014-01-09,2014-01-23,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         1st RISER  FROM EAST AT SOUTH WALL,         NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL,         1st WALL CABINET  FROM NORTH AT EAST WALL IN THE KITCHEN  LOCATED AT APT 38, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''EAST''",C,VIOLATION CLOSED,2016-03-09,2016-03-09
10061672,43418,MANHATTAN,10033.0,2013-12-04,2014-01-09,2014-01-23,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st DOOR  FROM NORTH AT EAST WALL,         1st DOOR FRAME  FROM NORTH AT EAST WALL,         NORTH WALL,         SOUTH WALL,         EAST WALL,         2nd WINDOW FRAME  FROM EAST AT SOUTH WALL,         1st WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 38, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''EAST''",C,VIOLATION CLOSED,2016-03-09,2016-03-09
10061673,43418,MANHATTAN,10033.0,2013-12-04,2014-01-09,2014-01-23,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st CLOSET  FROM WEST AT NORTH WALL DOOR,         2nd CLOSET  FROM WEST AT NORTH WALL DOOR,         2nd CLOSET  FROM WEST AT NORTH WALL DOOR FRAME,         1st CLOSET  FROM WEST AT NORTH WALL DOOR FRAME,         1st CLOSET  FROM WEST AT NORTH WALL WALL,         1st CLOSET  FROM NORTH AT EAST WALL WALL,         1st DOOR  FROM WEST AT NORTH WALL,         1st DOOR FRAME  FROM WEST AT NORTH WALL,         NORTH WALL,         SOUTH WALL,         EAST WALL IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 38, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''EAST''",C,VIOLATION CLOSED,2016-03-09,2016-03-09
10061676,43418,MANHATTAN,10033.0,2013-12-04,2014-01-09,2014-01-23,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         1st RADIATOR  FROM WEST AT NORTH WALL,         NORTH WALL,         SOUTH WALL IN THE 2nd ROOM  FROM EAST AT NORTH LOCATED AT APT 38, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''EAST''",C,VIOLATION CLOSED,2016-03-09,2016-03-09
10061678,43418,MANHATTAN,10033.0,2013-12-04,2014-01-09,2014-01-23,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         1st DOOR  FROM EAST AT SOUTH WALL,         1st DOOR FRAME  FROM EAST AT SOUTH WALL,         1st RISER  FROM WEST AT NORTH WALL,         NORTH WALL,         EAST WALL,         WEST WALL IN THE 4th BATHROOM  FROM EAST AT SOUTH LOCATED AT APT 38, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''EAST''",C,VIOLATION CLOSED,2016-03-09,2016-03-09
10061680,43418,MANHATTAN,10033.0,2013-12-04,2014-01-09,2014-01-23,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         1st DOOR  FROM SOUTH AT WEST WALL,         1st DOOR FRAME  FROM SOUTH AT WEST WALL,         1st RISER  FROM EAST AT SOUTH WALL,         NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL IN THE 5th ROOM  FROM EAST AT SOUTH LOCATED AT APT 38, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''EAST''",C,VIOLATION CLOSED,2016-03-09,2016-03-09
10061681,43418,MANHATTAN,10033.0,2013-12-04,2014-01-09,2014-01-23,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         NORTH WALL,         SOUTH WALL,         EAST WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 38, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''EAST''",C,VIOLATION CLOSED,2016-03-09,2016-03-09
10061682,43418,MANHATTAN,10033.0,2013-12-04,2014-01-09,2014-01-23,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         1st DOOR  FROM SOUTH AT WEST WALL,         1st DOOR FRAME  FROM SOUTH AT WEST WALL,         NORTH WALL,         SOUTH WALL,         WEST WALL IN THE FOYER  LOCATED AT APT 38, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''EAST''",C,VIOLATION CLOSED,2016-03-09,2016-03-09
10062774,519646,QUEENS,11375.0,2013-12-11,2014-01-16,2014-02-15,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AND MILDEW NORTH AND EAST WALL  IN THE 3rd ROOM  FROM NORTH AT EAST LOCATED AT APT 2G, 2nd STORY",B,VIOLATION CLOSED,2017-08-04,2017-08-04
10062781,519646,QUEENS,11375.0,2013-12-11,2014-01-16,2014-02-15,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE WALL AND SINK CABINET DOORS  IN THE KITCHEN  LOCATED AT APT 2G, 2nd STORY, 3rd APARTMENT FROM NORTH AT EAST",B,VIOLATION CLOSED,2017-08-04,2017-08-04
10062787,519646,QUEENS,11375.0,2013-12-11,2014-01-16,2014-02-15,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK UNDER BASE CABINET AT SINK  IN THE KITCHEN  LOCATED AT APT 2G, 2nd STORY, 3rd APARTMENT FROM NORTH AT EAST",B,VIOLATION CLOSED,2017-08-04,2017-08-04
10062822,519646,QUEENS,11375.0,2013-12-11,2014-01-16,2014-02-15,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE REFRIGERATOR DOOR GASKET   IN THE KITCHEN  LOCATED AT APT 2G, 2nd STORY, 3rd APARTMENT FROM NORTH AT EAST",B,VIOLATION CLOSED,2017-08-04,2017-08-04
10063617,457442,QUEENS,11385.0,2013-12-10,2014-01-10,2014-01-24,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM EAST AT SOUTH WALL DOOR FRAME,         1st WINDOW FRAME  FROM NORTH AT EAST WALL IN THE KITCHEN  LOCATED AT APT 3L, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-05-11,2015-05-11
10063618,457442,QUEENS,11385.0,2013-12-10,2014-01-10,2014-01-24,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM WEST AT NORTH WALL WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 3L, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-05-11,2015-05-11
10063621,457442,QUEENS,11385.0,2013-12-10,2014-01-10,2014-01-24,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR  FROM WEST AT NORTH WALL,         1st DOOR FRAME  FROM WEST AT NORTH WALL,         NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL,         1st WINDOW FRAME  FROM NORTH AT EAST WALL IN THE BATHROOM  LOCATED AT APT 3L, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-05-11,2015-05-11
10064618,183906,BROOKLYN,11226.0,2013-12-11,2014-01-13,2014-01-27,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st DOOR FRAME  FROM SOUTH AT WEST WALL IN THE FOYER  LOCATED AT APT B5, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2014-09-02,2014-09-02
